Accession,g4_count,Genome Size,Taxa,Domain,G4 Density (per Mb),log10(Genome Size),log10(G4 count),log10(G4 Density),log10(Genome Size) binned
GCA_002636755.1,0.0,17294.0,viral,Virus,0.0,4.237895454639604,0.0,0.0,4
GCA_013089975.1,0.0,17290.0,viral,Virus,0.0,4.237794993273923,0.0,0.0,4
GCA_002670195.1,0.0,17287.0,viral,Virus,0.0,4.237719631996254,0.0,0.0,4
GCA_031314135.1,0.0,17286.0,viral,Virus,0.0,4.237694508664057,0.0,0.0,4
GCA_002670135.1,0.0,17282.0,viral,Virus,0.0,4.237594000799247,0.0,0.0,4
GCA_002660435.1,0.0,17282.0,viral,Virus,0.0,4.237594000799247,0.0,0.0,4
GCA_002637715.1,0.0,17279.0,viral,Virus,0.0,4.237518604633107,0.0,0.0,4
GCA_002637975.1,0.0,17278.0,viral,Virus,0.0,4.237493469668728,0.0,0.0,4
GCA_000915035.1,0.0,17276.0,viral,Virus,0.0,4.2374431953754605,0.0,0.0,4
GCA_002667215.1,0.0,17274.0,viral,Virus,0.0,4.237392915261726,0.0,0.0,4
GCA_902990765.1,0.0,17272.0,viral,Virus,0.0,4.237342629326174,0.0,0.0,4
GCA_902996055.1,0.0,17272.0,viral,Virus,0.0,4.237342629326174,0.0,0.0,4
GCA_902993675.1,0.0,17272.0,viral,Virus,0.0,4.237342629326174,0.0,0.0,4
GCF_001876895.1,0.0,17269.0,viral,Virus,0.0,4.237267189503993,0.0,0.0,4
GCA_002675835.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002667255.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002675275.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002675735.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002675415.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002675615.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002675815.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002675375.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002675495.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002675475.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCA_002675855.1,0.0,17267.0,viral,Virus,0.0,4.2372168890080015,0.0,0.0,4
GCF_000852745.1,0.0,17266.0,viral,Virus,0.0,4.237191736575139,0.0,0.0,4
GCA_002667235.1,0.0,17264.0,viral,Virus,0.0,4.237141427338836,0.0,0.0,4
GCA_002675875.1,0.0,17261.0,viral,Virus,0.0,4.237065952555404,0.0,0.0,4
GCA_002667195.1,0.0,17261.0,viral,Virus,0.0,4.237065952555404,0.0,0.0,4
GCA_002675895.1,0.0,17261.0,viral,Virus,0.0,4.237065952555404,0.0,0.0,4
GCA_002675755.1,0.0,17261.0,viral,Virus,0.0,4.237065952555404,0.0,0.0,4
GCA_002675535.1,0.0,17261.0,viral,Virus,0.0,4.237065952555404,0.0,0.0,4
GCA_002675795.1,0.0,17261.0,viral,Virus,0.0,4.237065952555404,0.0,0.0,4
GCA_002675715.1,0.0,17261.0,viral,Virus,0.0,4.237065952555404,0.0,0.0,4
GCA_002675295.1,0.0,17260.0,viral,Virus,0.0,4.237040791379191,0.0,0.0,4
GCA_002675355.1,0.0,17260.0,viral,Virus,0.0,4.237040791379191,0.0,0.0,4
GCA_002675315.1,0.0,17260.0,viral,Virus,0.0,4.237040791379191,0.0,0.0,4
GCA_002669955.1,0.0,17258.0,viral,Virus,0.0,4.2369904646531475,0.0,0.0,4
GCA_002675695.1,0.0,17258.0,viral,Virus,0.0,4.2369904646531475,0.0,0.0,4
GCA_028974545.1,0.0,17245.0,viral,Virus,0.0,4.236663198703409,0.0,0.0,4
GCA_012626855.1,0.0,17242.0,viral,Virus,0.0,4.236587640756995,0.0,0.0,4
GCA_013089985.1,0.0,17228.0,viral,Virus,0.0,4.236234863090562,0.0,0.0,4
GCA_023369125.1,0.0,17226.0,viral,Virus,0.0,4.23618444288015,0.0,0.0,4
GCA_002675595.1,0.0,17225.0,viral,Virus,0.0,4.236159230579664,0.0,0.0,4
GCA_002635675.1,0.0,17223.0,viral,Virus,0.0,4.236108801587282,0.0,0.0,4
GCA_002671135.1,0.0,17219.0,viral,Virus,0.0,4.236007926032121,0.0,0.0,4
GCA_002643975.1,0.0,17212.0,viral,Virus,0.0,4.235831337410518,0.0,0.0,4
GCF_000868405.1,0.0,17212.0,viral,Virus,0.0,4.235831337410518,0.0,0.0,4
GCA_030927145.1,0.0,17209.0,viral,Virus,0.0,4.2357556345867176,0.0,0.0,4
GCA_031550705.1,0.0,17209.0,viral,Virus,0.0,4.2357556345867176,0.0,0.0,4
GCA_031551415.1,0.0,17206.0,viral,Virus,0.0,4.235679918564692,0.0,0.0,4
GCA_002675515.1,0.0,17201.0,viral,Virus,0.0,4.235553695852755,0.0,0.0,4
GCA_003499085.1,0.0,17198.0,viral,Virus,0.0,4.235477944612951,0.0,0.0,4
GCA_002678035.1,0.0,17196.0,viral,Virus,0.0,4.2354274364449696,0.0,0.0,4
GCA_031314145.1,0.0,17190.0,viral,Virus,0.0,4.235275876687052,0.0,0.0,4
GCA_031311785.1,0.0,17186.0,viral,Virus,0.0,4.235174807456458,0.0,0.0,4
GCA_013089995.1,0.0,17153.0,viral,Virus,0.0,4.234340087615185,0.0,0.0,4
GCA_031550595.1,0.0,17151.0,viral,Virus,0.0,4.234289446933935,0.0,0.0,4
GCA_002671175.1,0.0,17148.0,viral,Virus,0.0,4.234213474838595,0.0,0.0,4
GCF_000851385.1,0.0,17145.0,viral,Virus,0.0,4.234137489450963,0.0,0.0,4
GCA_013090005.1,0.0,17144.0,viral,Virus,0.0,4.234112158033772,0.0,0.0,4
GCA_000879835.1,0.0,17143.0,viral,Virus,0.0,4.234086825138971,0.0,0.0,4
GCA_002643995.1,0.0,17131.0,viral,Virus,0.0,4.233782715084948,0.0,0.0,4
GCA_031551285.1,0.0,17126.0,viral,Virus,0.0,4.233655939685764,0.0,0.0,4
GCA_025756375.1,0.0,17124.0,viral,Virus,0.0,4.233605219162272,0.0,0.0,4
GCA_002671155.1,0.0,17122.0,viral,Virus,0.0,4.233554492714523,0.0,0.0,4
GCA_029968415.1,0.0,17115.0,viral,Virus,0.0,4.2333769034738955,0.0,0.0,4
GCF_002816095.1,0.0,17111.0,viral,Virus,0.0,4.233275391293944,0.0,0.0,4
GCA_002675435.1,0.0,17095.0,viral,Virus,0.0,4.232869105132614,0.0,0.0,4
GCA_002671235.1,0.0,17090.0,viral,Virus,0.0,4.232742062720737,0.0,0.0,4
GCA_902996665.1,0.0,17088.0,viral,Virus,0.0,4.2326912353484625,0.0,0.0,4
GCA_902993635.1,0.0,17088.0,viral,Virus,0.0,4.2326912353484625,0.0,0.0,4
GCA_902990665.1,0.0,17088.0,viral,Virus,0.0,4.2326912353484625,0.0,0.0,4
GCA_013090025.1,0.0,17082.0,viral,Virus,0.0,4.232538717530598,0.0,0.0,4
GCA_003071105.1,0.0,17073.0,viral,Virus,0.0,4.2323098403279875,0.0,0.0,4
GCA_000891875.2,0.0,17072.0,viral,Virus,0.0,4.232284402080395,0.0,0.0,4
GCF_000891875.6,0.0,17072.0,viral,Virus,0.0,4.232284402080395,0.0,0.0,4
GCA_003069445.1,0.0,17070.0,viral,Virus,0.0,4.2322335211147335,0.0,0.0,4
GCF_016673595.1,0.0,17056.0,viral,Virus,0.0,4.231877187346479,0.0,0.0,4
GCA_002651175.1,0.0,17055.0,viral,Virus,0.0,4.231851723743416,0.0,0.0,4
GCA_029970855.1,0.0,17053.0,viral,Virus,0.0,4.231800792057899,0.0,0.0,4
GCA_002671215.1,0.0,17051.0,viral,Virus,0.0,4.231749854398692,0.0,0.0,4
GCA_002660455.1,0.0,17044.0,viral,Virus,0.0,4.231571525528415,0.0,0.0,4
GCA_000869405.1,0.0,17039.0,viral,Virus,0.0,4.231444102917431,0.0,0.0,4
GCA_031550965.1,0.0,17035.0,viral,Virus,0.0,4.231342137903896,0.0,0.0,4
GCF_004284875.1,0.0,17034.0,viral,Virus,0.0,4.231316642909501,0.0,0.0,4
GCA_031550935.1,0.0,17031.0,viral,Virus,0.0,4.2312401489450755,0.0,0.0,4
GCF_002270845.1,0.0,17031.0,viral,Virus,0.0,4.2312401489450755,0.0,0.0,4
GCA_013090035.1,0.0,17028.0,viral,Virus,0.0,4.231163641505099,0.0,0.0,4
GCA_003498465.1,0.0,17011.0,viral,Virus,0.0,4.230729844577681,0.0,0.0,4
GCA_002660115.1,0.0,17009.0,viral,Virus,0.0,4.230678781146475,0.0,0.0,4
GCF_018589505.1,0.0,17003.0,viral,Virus,0.0,4.230525554819387,0.0,0.0,4
GCA_002660655.1,0.0,16998.0,viral,Virus,0.0,4.230397824904081,0.0,0.0,4
GCA_002642915.1,0.0,16994.0,viral,Virus,0.0,4.230295613917047,0.0,0.0,4
GCF_004788655.1,0.0,16992.0,viral,Virus,0.0,4.230244499401375,0.0,0.0,4
GCA_029971975.1,0.0,16968.0,viral,Virus,0.0,4.2296306555085055,0.0,0.0,4
GCF_000867545.1,0.0,16965.0,viral,Virus,0.0,4.2295538639811365,0.0,0.0,4
GCA_013090045.1,0.0,16958.0,viral,Virus,0.0,4.229374630928843,0.0,0.0,4
GCA_031235595.1,0.0,16957.0,viral,Virus,0.0,4.229349020167703,0.0,0.0,4
GCA_029971615.1,0.0,16951.0,viral,Virus,0.0,4.229195323876644,0.0,0.0,4
GCA_002675455.1,0.0,16950.0,viral,Virus,0.0,4.229169702539101,0.0,0.0,4
GCA_029964105.1,0.0,16938.0,viral,Virus,0.0,4.2288621285305625,0.0,0.0,4
GCA_002003955.1,0.0,16934.0,viral,Virus,0.0,4.228759555435635,0.0,0.0,4
GCA_000862325.1,0.0,16934.0,viral,Virus,0.0,4.228759555435635,0.0,0.0,4
GCF_000954755.2,0.0,16930.0,viral,Virus,0.0,4.228656958108935,0.0,0.0,4
GCA_019095865.1,0.0,16927.0,viral,Virus,0.0,4.22857999420492,0.0,0.0,4
GCA_002671195.1,0.0,16919.0,viral,Virus,0.0,4.228374690421907,0.0,0.0,4
GCF_002890455.1,0.0,16916.0,viral,Virus,0.0,4.228297676474863,0.0,0.0,4
GCA_031253275.1,0.0,16914.0,viral,Virus,0.0,4.228246326255246,0.0,0.0,4
GCF_018586885.1,0.0,16914.0,viral,Virus,0.0,4.228246326255246,0.0,0.0,4
GCA_018595395.1,0.0,16898.0,viral,Virus,0.0,4.227835305775587,0.0,0.0,4
GCF_002820345.1,0.0,16883.0,viral,Virus,0.0,4.227449620469842,0.0,0.0,4
GCA_028974535.1,0.0,16853.0,viral,Virus,0.0,4.2266772207845555,0.0,0.0,4
GCA_002659255.1,0.0,16851.0,viral,Virus,0.0,4.226625678595805,0.0,0.0,4
GCA_012615615.1,0.0,16844.0,viral,Virus,0.0,4.226445232748228,0.0,0.0,4
GCA_902995995.1,0.0,16829.0,viral,Virus,0.0,4.2260583104271126,0.0,0.0,4
GCA_902992455.1,0.0,16829.0,viral,Virus,0.0,4.2260583104271126,0.0,0.0,4
GCA_903234085.1,0.0,16829.0,viral,Virus,0.0,4.2260583104271126,0.0,0.0,4
GCA_003086975.1,0.0,16827.0,viral,Virus,0.0,4.226006694729179,0.0,0.0,4
GCA_001611645.2,0.0,16823.0,viral,Virus,0.0,4.2259034449261605,0.0,0.0,4
GCF_001611645.5,0.0,16823.0,viral,Virus,0.0,4.2259034449261605,0.0,0.0,4
GCA_002659335.1,0.0,16820.0,viral,Virus,0.0,4.225825991461893,0.0,0.0,4
GCA_902996035.1,0.0,16811.0,viral,Virus,0.0,4.2255935481548,0.0,0.0,4
GCA_902992975.1,0.0,16811.0,viral,Virus,0.0,4.2255935481548,0.0,0.0,4
GCA_902993685.1,0.0,16811.0,viral,Virus,0.0,4.2255935481548,0.0,0.0,4
GCA_902992505.1,0.0,16811.0,viral,Virus,0.0,4.2255935481548,0.0,0.0,4
GCA_903234015.1,0.0,16811.0,viral,Virus,0.0,4.2255935481548,0.0,0.0,4
GCF_002890515.1,0.0,16794.0,viral,Virus,0.0,4.225154148849806,0.0,0.0,4
GCA_000892015.1,0.0,16791.0,viral,Virus,0.0,4.225076561626392,0.0,0.0,4
GCA_031834565.1,0.0,16788.0,viral,Virus,0.0,4.224998960539453,0.0,0.0,4
GCA_004790615.1,0.0,16787.0,viral,Virus,0.0,4.224973090428833,0.0,0.0,4
GCF_000843045.1,0.0,16784.0,viral,Virus,0.0,4.224895470849483,0.0,0.0,4
GCA_031551155.1,0.0,16781.0,viral,Virus,0.0,4.22481783739504,0.0,0.0,4
GCA_031550645.1,0.0,16778.0,viral,Virus,0.0,4.224740190060544,0.0,0.0,4
GCF_000851245.1,0.0,16769.0,viral,Virus,0.0,4.224507164727077,0.0,0.0,4
GCA_002660075.1,0.0,16768.0,viral,Virus,0.0,4.224481265303632,0.0,0.0,4
GCA_031550805.1,0.0,16742.0,viral,Virus,0.0,4.223807337592779,0.0,0.0,4
GCA_002641375.1,0.0,16740.0,viral,Virus,0.0,4.223755453657241,0.0,0.0,4
GCA_000852025.1,0.0,16740.0,viral,Virus,0.0,4.223755453657241,0.0,0.0,4
GCA_001343765.1,0.0,16732.0,viral,Virus,0.0,4.223547855908593,0.0,0.0,4
GCF_013086795.1,0.0,16724.0,viral,Virus,0.0,4.223340158878377,0.0,0.0,4
GCA_902986725.1,0.0,16718.0,viral,Virus,0.0,4.22318432089504,0.0,0.0,4
GCA_003156295.1,0.0,16717.0,viral,Virus,0.0,4.223158342460344,0.0,0.0,4
GCA_002659215.1,0.0,16716.0,viral,Virus,0.0,4.223132362471588,0.0,0.0,4
GCA_018448085.1,0.0,16711.0,viral,Virus,0.0,4.2230024392104095,0.0,0.0,4
GCA_031550875.1,0.0,16698.0,viral,Virus,0.0,4.222664456717687,0.0,0.0,4
GCA_003005725.1,0.0,16694.0,viral,Virus,0.0,4.222560409165224,0.0,0.0,4
GCA_903233025.1,0.0,16688.0,viral,Virus,0.0,4.222404291082456,0.0,0.0,4
GCA_000842265.1,0.0,16687.0,viral,Virus,0.0,4.222378265944956,0.0,0.0,4
GCA_001675505.1,0.0,16671.0,viral,Virus,0.0,4.221961651505041,0.0,0.0,4
GCA_004775725.1,0.0,16670.0,viral,Virus,0.0,4.221935599828005,0.0,0.0,4
GCA_002659295.1,0.0,16661.0,viral,Virus,0.0,4.221701064384597,0.0,0.0,4
GCA_003005715.1,0.0,16652.0,viral,Virus,0.0,4.22146640221474,0.0,0.0,4
GCA_003005745.1,0.0,16652.0,viral,Virus,0.0,4.22146640221474,0.0,0.0,4
GCA_000852705.1,0.0,16650.0,viral,Virus,0.0,4.221414237842339,0.0,0.0,4
GCA_002650015.1,0.0,16644.0,viral,Virus,0.0,4.22125770712091,0.0,0.0,4
GCA_002666975.1,0.0,16638.0,viral,Virus,0.0,4.221101119961506,0.0,0.0,4
GCF_000854725.1,0.0,16634.0,viral,Virus,0.0,4.220996697147369,0.0,0.0,4
GCA_002659175.1,0.0,16628.0,viral,Virus,0.0,4.2208400158341774,0.0,0.0,4
GCA_002659275.1,0.0,16619.0,viral,Virus,0.0,4.220604887826681,0.0,0.0,4
GCA_002659195.1,0.0,16616.0,viral,Virus,0.0,4.220526483527043,0.0,0.0,4
GCA_029976635.1,0.0,16608.0,viral,Virus,0.0,4.220317336168364,0.0,0.0,4
GCA_003005675.1,0.0,16604.0,viral,Virus,0.0,4.220212724706482,0.0,0.0,4
GCA_002659395.1,0.0,16601.0,viral,Virus,0.0,4.220134249570252,0.0,0.0,4
GCA_031551195.1,0.0,16600.0,viral,Virus,0.0,4.220108088040055,0.0,0.0,4
GCA_031551065.1,0.0,16595.0,viral,Virus,0.0,4.219977256744623,0.0,0.0,4
GCA_002867385.1,0.0,16580.0,viral,Virus,0.0,4.219584526214255,0.0,0.0,4
GCA_003005705.1,0.0,16577.0,viral,Virus,0.0,4.2195059374728565,0.0,0.0,4
GCA_902983215.1,0.0,16575.0,viral,Virus,0.0,4.219453537076811,0.0,0.0,4
GCA_031109705.1,0.0,16571.0,viral,Virus,0.0,4.219348717313578,0.0,0.0,4
GCF_004789395.1,0.0,16568.0,viral,Virus,0.0,4.219270085885396,0.0,0.0,4
GCA_004789035.1,0.0,16560.0,viral,Virus,0.0,4.219060332448861,0.0,0.0,4
GCA_902996715.1,0.0,16554.0,viral,Virus,0.0,4.218902950862829,0.0,0.0,4
GCA_021356115.1,0.0,16547.0,viral,Virus,0.0,4.218719266900493,0.0,0.0,4
GCA_029972345.1,0.0,16545.0,viral,Virus,0.0,4.218666771495871,0.0,0.0,4
GCA_031497545.1,0.0,16535.0,viral,Virus,0.0,4.218404199249722,0.0,0.0,4
GCF_000897275.1,0.0,16510.0,viral,Virus,0.0,4.217747073262793,0.0,0.0,4
GCA_021351845.1,0.0,16494.0,viral,Virus,0.0,4.2173259902271125,0.0,0.0,4
GCF_000864185.1,0.0,16494.0,viral,Virus,0.0,4.2173259902271125,0.0,0.0,4
GCA_002659435.1,0.0,16488.0,viral,Virus,0.0,4.2171679787711565,0.0,0.0,4
GCA_031314065.1,0.0,16483.0,viral,Virus,0.0,4.217036258627626,0.0,0.0,4
GCA_027572985.1,0.0,16473.0,viral,Virus,0.0,4.21677269842904,0.0,0.0,4
GCA_012636905.1,0.0,16464.0,viral,Virus,0.0,4.2165353574183575,0.0,0.0,4
GCA_031551375.1,0.0,16418.0,viral,Virus,0.0,4.21532025132993,0.0,0.0,4
GCA_902988315.1,0.0,16408.0,viral,Virus,0.0,4.21505564736031,0.0,0.0,4
GCA_031550555.1,0.0,16403.0,viral,Virus,0.0,4.214923284894898,0.0,0.0,4
GCA_004117275.1,0.0,16396.0,viral,Virus,0.0,4.214737909644464,0.0,0.0,4
GCA_002659415.1,0.0,16385.0,viral,Virus,0.0,4.214446445718394,0.0,0.0,4
GCA_002660355.1,0.0,16373.0,viral,Virus,0.0,4.21412826182341,0.0,0.0,4
GCA_013086845.2,0.0,16373.0,viral,Virus,0.0,4.21412826182341,0.0,0.0,4
GCF_013086845.1,0.0,16373.0,viral,Virus,0.0,4.21412826182341,0.0,0.0,4
GCA_002659235.1,0.0,16358.0,viral,Virus,0.0,4.213730203854841,0.0,0.0,4
GCA_030021065.1,0.0,16357.0,viral,Virus,0.0,4.213703653680179,0.0,0.0,4
GCA_031551345.1,0.0,16352.0,viral,Virus,0.0,4.213570878454619,0.0,0.0,4
GCA_031314175.1,0.0,16350.0,viral,Virus,0.0,4.213517756996305,0.0,0.0,4
GCA_029972055.1,0.0,16339.0,viral,Virus,0.0,4.213225472773401,0.0,0.0,4
GCA_002659355.1,0.0,16337.0,viral,Virus,0.0,4.213172309046819,0.0,0.0,4
GCA_031537695.1,0.0,16312.0,viral,Virus,0.0,4.212507212770084,0.0,0.0,4
GCA_029981035.1,0.0,16308.0,viral,Virus,0.0,4.212400702780119,0.0,0.0,4
GCA_902988335.1,0.0,16308.0,viral,Virus,0.0,4.212400702780119,0.0,0.0,4
GCA_002675635.1,0.0,16267.0,viral,Virus,0.0,4.211307466668955,0.0,0.0,4
GCA_030020995.1,0.0,16260.0,viral,Virus,0.0,4.211120541258049,0.0,0.0,4
GCA_902985655.1,0.0,16257.0,viral,Virus,0.0,4.211040405732053,0.0,0.0,4
GCA_029971075.1,0.0,16253.0,viral,Virus,0.0,4.210933535357622,0.0,0.0,4
GCA_902986765.1,0.0,16249.0,viral,Virus,0.0,4.210826638678256,0.0,0.0,4
GCA_002867365.1,0.0,16230.0,viral,Virus,0.0,4.210318519826232,0.0,0.0,4
GCA_029970995.1,0.0,16224.0,viral,Virus,0.0,4.210157937653242,0.0,0.0,4
GCA_003440555.1,0.0,16223.0,viral,Virus,0.0,4.210131168184136,0.0,0.0,4
GCA_027572975.1,0.0,16222.0,viral,Virus,0.0,4.210104397064885,0.0,0.0,4
GCA_027572995.1,0.0,16220.0,viral,Virus,0.0,4.210050849875137,0.0,0.0,4
GCA_012626845.1,0.0,16209.0,viral,Virus,0.0,4.209756222258858,0.0,0.0,4
GCA_014083585.1,0.0,16194.0,viral,Virus,0.0,4.209354134940161,0.0,0.0,4
GCA_029964665.1,0.0,16191.0,viral,Virus,0.0,4.209273672784876,0.0,0.0,4
GCA_003005685.1,0.0,16187.0,viral,Virus,0.0,4.209166366716778,0.0,0.0,4
GCA_014083775.1,0.0,16185.0,viral,Virus,0.0,4.209112703738592,0.0,0.0,4
GCF_000885955.1,0.0,16184.0,viral,Virus,0.0,4.209085869762748,0.0,0.0,4
GCA_031320615.1,0.0,16176.0,viral,Virus,0.0,4.208871138246926,0.0,0.0,4
GCA_031322125.1,0.0,16165.0,viral,Virus,0.0,4.208575708947575,0.0,0.0,4
GCA_029980665.1,0.0,16161.0,viral,Virus,0.0,4.208468230265617,0.0,0.0,4
GCA_031311775.1,0.0,16132.0,viral,Virus,0.0,4.207688213335581,0.0,0.0,4
GCA_031274505.1,0.0,16128.0,viral,Virus,0.0,4.207580514765431,0.0,0.0,4
GCA_020535975.1,0.0,16127.0,viral,Virus,0.0,4.207553585949307,0.0,0.0,4
GCA_029972475.1,0.0,16103.0,viral,Virus,0.0,4.206906792930864,0.0,0.0,4
GCF_002815835.1,0.0,16088.0,viral,Virus,0.0,4.206502057588685,0.0,0.0,4
GCA_027627655.1,0.0,16074.0,viral,Virus,0.0,4.206123963991852,0.0,0.0,4
GCA_001745395.1,0.0,16072.0,viral,Virus,0.0,4.206069923740193,0.0,0.0,4
GCA_031314195.1,0.0,16067.0,viral,Virus,0.0,4.205934793684682,0.0,0.0,4
GCF_001444145.1,0.0,16053.0,viral,Virus,0.0,4.2055562056939175,0.0,0.0,4
GCF_002815235.1,0.0,16050.0,viral,Virus,0.0,4.205475036740891,0.0,0.0,4
GCA_002680375.1,0.0,16049.0,viral,Virus,0.0,4.205447977051676,0.0,0.0,4
GCA_031185215.1,0.0,16047.0,viral,Virus,0.0,4.205393852614679,0.0,0.0,4
GCA_902986865.1,0.0,16034.0,viral,Virus,0.0,4.205041879261369,0.0,0.0,4
GCA_029976765.1,0.0,16033.0,viral,Virus,0.0,4.205014792569004,0.0,0.0,4
GCA_029971215.1,0.0,16031.0,viral,Virus,0.0,4.204960614115603,0.0,0.0,4
GCA_029964645.1,0.0,16016.0,viral,Virus,0.0,4.204554060135243,0.0,0.0,4
GCA_021089865.1,0.0,16009.0,viral,Virus,0.0,4.2043642046210055,0.0,0.0,4
GCA_000925315.1,0.0,16004.0,viral,Virus,0.0,4.20422854270696,0.0,0.0,4
GCA_031216385.1,0.0,16002.0,viral,Virus,0.0,4.20417426607352,0.0,0.0,4
GCA_029976455.1,0.0,15994.0,viral,Virus,0.0,4.203957091681244,0.0,0.0,4
GCA_902992995.1,0.0,15992.0,viral,Virus,0.0,4.20390278111006,0.0,0.0,4
GCA_902986115.1,0.0,15992.0,viral,Virus,0.0,4.20390278111006,0.0,0.0,4
GCA_903234005.1,0.0,15992.0,viral,Virus,0.0,4.20390278111006,0.0,0.0,4
GCA_902990895.1,0.0,15992.0,viral,Virus,0.0,4.20390278111006,0.0,0.0,4
GCA_902993585.1,0.0,15992.0,viral,Virus,0.0,4.20390278111006,0.0,0.0,4
GCA_902996015.1,0.0,15992.0,viral,Virus,0.0,4.20390278111006,0.0,0.0,4
GCA_902991615.1,0.0,15992.0,viral,Virus,0.0,4.20390278111006,0.0,0.0,4
GCA_902992395.1,0.0,15992.0,viral,Virus,0.0,4.20390278111006,0.0,0.0,4
GCA_002682455.1,0.0,15986.0,viral,Virus,0.0,4.203739808633858,0.0,0.0,4
GCF_002003935.1,0.0,15977.0,viral,Virus,0.0,4.203495235193291,0.0,0.0,4
GCA_902993125.1,0.0,15975.0,viral,Virus,0.0,4.203440866830438,0.0,0.0,4
GCA_902996145.1,0.0,15952.0,viral,Virus,0.0,4.202815140967581,0.0,0.0,4
GCA_031320155.1,0.0,15941.0,viral,Virus,0.0,4.202515561781529,0.0,0.0,4
GCA_001754905.1,0.0,15940.0,viral,Virus,0.0,4.2024883170600935,0.0,0.0,4
GCA_031176595.1,0.0,15939.0,viral,Virus,0.0,4.2024610706294,0.0,0.0,4
GCA_029971295.1,0.0,15931.0,viral,Virus,0.0,4.202243037624806,0.0,0.0,4
GCA_002659375.1,0.0,15923.0,viral,Virus,0.0,4.202024895104038,0.0,0.0,4
GCF_023156865.1,0.0,15916.0,viral,Virus,0.0,4.201833930474351,0.0,0.0,4
GCA_029976485.1,0.0,15913.0,viral,Virus,0.0,4.201752062778252,0.0,0.0,4
GCA_029971115.1,0.0,15905.0,viral,Virus,0.0,4.201533673443382,0.0,0.0,4
GCA_029971355.1,0.0,15898.0,viral,Virus,0.0,4.201342492647708,0.0,0.0,4
GCA_031311745.1,0.0,15887.0,viral,Virus,0.0,4.20104189554268,0.0,0.0,4
GCA_013087345.1,0.0,15850.0,viral,Virus,0.0,4.20002926655377,0.0,0.0,4
GCA_029976645.1,0.0,15846.0,viral,Virus,0.0,4.199919651590568,0.0,0.0,4
GCA_029972245.1,0.0,15838.0,viral,Virus,0.0,4.199700338629511,0.0,0.0,4
GCA_029971685.1,0.0,15835.0,viral,Virus,0.0,4.199618067707931,0.0,0.0,4
GCA_029972115.1,0.0,15825.0,viral,Virus,0.0,4.199343718689392,0.0,0.0,4
GCA_030022665.1,0.0,15806.0,viral,Virus,0.0,4.198821977603206,0.0,0.0,4
GCA_902992475.1,0.0,15794.0,viral,Virus,0.0,4.198492133677044,0.0,0.0,4
GCA_902996655.1,0.0,15776.0,viral,Virus,0.0,4.197996897597136,0.0,0.0,4
GCA_002660475.1,0.0,15772.0,viral,Virus,0.0,4.197886768401186,0.0,0.0,4
GCA_902993665.1,0.0,15758.0,viral,Virus,0.0,4.197501096143259,0.0,0.0,4
GCA_902996755.1,0.0,15758.0,viral,Virus,0.0,4.197501096143259,0.0,0.0,4
GCA_002921385.1,0.0,15757.0,viral,Virus,0.0,4.197473535014777,0.0,0.0,4
GCA_029972505.1,0.0,15734.0,viral,Virus,0.0,4.1968391458331125,0.0,0.0,4
GCA_900291145.1,0.0,15730.0,viral,Virus,0.0,4.196728722623287,0.0,0.0,4
GCA_900327565.1,0.0,15727.0,viral,Virus,0.0,4.1966458867870875,0.0,0.0,4
GCF_002145565.1,0.0,15721.0,viral,Virus,0.0,4.196480167700148,0.0,0.0,4
GCA_003498365.1,0.0,15706.0,viral,Virus,0.0,4.196065593116304,0.0,0.0,4
GCF_000857405.1,0.0,15702.0,viral,Virus,0.0,4.195954973023524,0.0,0.0,4
GCA_031106155.1,0.0,15702.0,viral,Virus,0.0,4.195954973023524,0.0,0.0,4
GCA_902991555.1,0.0,15699.0,viral,Virus,0.0,4.195871989459327,0.0,0.0,4
GCF_001433625.1,0.0,15696.0,viral,Virus,0.0,4.195788990035873,0.0,0.0,4
GCA_029972125.1,0.0,15687.0,viral,Virus,0.0,4.1955398965493185,0.0,0.0,4
GCA_004778465.1,0.0,15677.0,viral,Virus,0.0,4.195262958342061,0.0,0.0,4
GCA_012636835.1,0.0,15669.0,viral,Virus,0.0,4.195041280556656,0.0,0.0,4
GCA_031112875.1,0.0,15663.0,viral,Virus,0.0,4.194874947930378,0.0,0.0,4
GCA_000844505.1,0.0,15644.0,viral,Virus,0.0,4.194347807280093,0.0,0.0,4
GCA_902991625.1,0.0,15637.0,viral,Virus,0.0,4.194153436165099,0.0,0.0,4
GCA_902993615.1,0.0,15637.0,viral,Virus,0.0,4.194153436165099,0.0,0.0,4
